name,price,unit,min_order,response_rate,sales,seller,seller_year,seller_level
Hot Sale Environment Friendly Fast Build Customized Design Wooden Prefab Office Building Apartment,$190.00-$220.00,/ Square Meter,300 Square Meters,,"US $60,000+ in 2 Transaction(s)","Dalian Quacent New Building Materials Co., Ltd.",2,"2 orange dimond(s), 0 grey dimond(s)"
China OSB Panel / Cheap OSB 3 Board / Wood Paneling OSB Prices,$5.00-$25.00,/ Cubic Centimeter,15000 Cubic Centimeters,,,"Zhangjiagang Rich Trade Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
"2020 Design Prefab Wooden Sauna House 2,3 m x 2,3 m","$3,150.00",/ Unit,1 Unit,,,Medienos Profesionalai,5,"0 orange dimond(s), 1 grey dimond(s)"
"2020 Design Prefab Wooden Sauna House 2,3 m x 3,4 m","$3,540.00",/ Unit,1 Unit,,,Medienos Profesionalai,5,"0 orange dimond(s), 1 grey dimond(s)"
Hot press laminate machine for plywood MDF OSB,"$10,000.00-$12,000.00",/ Set,1 Set,,"US $240,000+ in 58 Transaction(s)","Qingdao Zhongding Machinery Co., Ltd.",12,"3 orange dimond(s), 0 grey dimond(s)"
Heavy duty customized Plywood collapsible box crate storage wooden foldable container,$70.00-$120.00,/ Piece,50 Pieces,,US $900+ in 5 Transaction(s),"Nanjing Liangyue Packaging Products Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
2020 high quality OSB 4,$6.50-$13.70,/ Piece,1000 Pieces,,,"Shandong Tiansen New Material Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Furniture board waterproof cheap osb board used for sofa l shape to Malaysia,$220.00-$280.00,/ Cubic Meter,20 Cubic Meters,,"US $910,000+ in 42 Transaction(s)","Dalian Wada International Trading Co., Ltd.",6,"4 orange dimond(s), 0 grey dimond(s)"
Tianjin Yuantai Prefabricate tiny house on wheels,$400.00-$800.00,/ Square Meter,50 Square Meters,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
E2 glue poplar OSB2 production machine,"$600,000.00-$650,000.00",/ Set,1 Set,,,"Shandong Senmao Machinery Co., Ltd.",7,"0 orange dimond(s), 1 grey dimond(s)"
particle board chip drying machine for particle board production line,"$600,000.00-$650,000.00",/ Set,1 Set,,,"Shandong Senmao Machinery Co., Ltd.",7,"0 orange dimond(s), 1 grey dimond(s)"
2020 New design wood grain prefab container casa modern convenient shop,"$3,900.00-$4,120.00",/ Set,1 Set,,"US $1,000+ in 3 Transaction(s)","Guangzhou Zhongrun Housing Technology Co., Ltd.",3,"0 orange dimond(s), 1 grey dimond(s)"
8mm 9mm 11mm OSB 3 from China Professional OSB supplier,$7.55-$7.85,/ Piece,300 Pieces,,,"Weifang Onsun Industrial And Commercial Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
"particleboard production line,mat forming machine,chipboard production line","$100,000.00",/ Set,1 Set,,"US $900,000+ in 23 Transaction(s)","Shandong Jinlun Machinery Co., Ltd.",7,"2 orange dimond(s), 0 grey dimond(s)"
complete particle board production line machine,"$100,000.00",/ Set,1 Set,,"US $900,000+ in 23 Transaction(s)","Shandong Jinlun Machinery Co., Ltd.",7,"2 orange dimond(s), 0 grey dimond(s)"
Consmos wholesale cheap price 9mm/12mm osb/OSB3 for construction,$180.00-$190.00,/ Cubic Meter,40 Cubic Meters,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
Chanta Osb Board Osb Sandwich Panels,$5.00-$8.00,/ Piece,1 Piece,,"US $1,400,000+ in 8 Transaction(s)","Lianyungang Chanta International Wood Co., Ltd.",2,"4 orange dimond(s), 0 grey dimond(s)"
Chanta factory 18mm osb board with certification,$14.00-$15.00,/ Piece,1000 Pieces,,"US $1,400,000+ in 8 Transaction(s)","Lianyungang Chanta International Wood Co., Ltd.",2,"4 orange dimond(s), 0 grey dimond(s)"
SIP MGO board EPS XPS sandwich panel fireproof board wall panel for whole house/villas/container house,$10.00-$35.00,/ Piece,150 Pieces,,"US $70,000+ in 16 Transaction(s)","Zhangjiagang Leader Import & Export Co., Ltd.",13,"1 orange dimond(s), 0 grey dimond(s)"
Fireproof Waterproof Excellent Laminated Osb Oriented Strand Boards,$5.12-$28.50,/ Piece,500 Pieces,,"US $300,000+ in 7 Transaction(s)","Jiangsu Hanbao Building Material Co., Ltd.",6,"4 orange dimond(s), 0 grey dimond(s)"
No nail collapsible wooden crate packaging crate box for overseas transportation,$70.00-$120.00,/ Piece,50 Pieces,,US $900+ in 5 Transaction(s),"Nanjing Liangyue Packaging Products Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
OSB Panel Flakeboards Three Class,$260.00,/ Cubic Meter,21 Cubic Meters,,,"Linyi Marine International Trade Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
Factory Price Modular House For Prefabricated House Villa,$175.00-$290.00,/ Square Meter,30 Square Meters,,,"Horsea Integrated House Technology Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
"CE,AS,NZ Standard Houses prefab made in China,Cyclone proof,earthquake proof wooden design resort bungalow",$175.00-$290.00,/ Square Meter,30 Square Meters,,,"Horsea Integrated House Technology Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
Pre Fabricated Steel Houses Prefab Home Light Steel Villa,$175.00-$290.00,/ Square Meter,30 Square Meters,,,"Horsea Integrated House Technology Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
Low Cost Luxury Prefab Ready Made Prefab Light Steel Villa House,$175.00-$290.00,/ Square Meter,30 Square Meters,,,"Horsea Integrated House Technology Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
Top quality controlled kitset detached villa houses,$175.00-$290.00,/ Square Meter,30 Square Meters,,,"Horsea Integrated House Technology Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
Construction grade OSB / OSB2 / OSB3,$9.75-$9.85,/ Piece,300 Pieces,,,"Weifang Onsun Industrial And Commercial Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
china cheap price osb board from luli group,$225.00-$245.00,/ Cubic Meter,42 Cubic Meters,,,"Luli Group Co., Ltd.",16,"0 orange dimond(s), 1 grey dimond(s)"
The eps sandwich panel in China,$10.00,/ Square Meter,300 Square Meters,,,"Guizhou Theo Light Weight Energy Saving Board Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
light steel construction prefabricated villa for home,$150.00-$800.00,/ Square Meter,50 Square Meters,,"US $40,000+ in 4 Transaction(s)","Guangzhou Moneybox Steel Structure Engineering Co., Ltd.",7,"2 orange dimond(s), 0 grey dimond(s)"
latest design cheap steel structure prefab house villa for sale,$160.00-$800.00,/ Square Meter,50 Square Meters,,"US $40,000+ in 4 Transaction(s)","Guangzhou Moneybox Steel Structure Engineering Co., Ltd.",7,"2 orange dimond(s), 0 grey dimond(s)"
Good Quality OSB-3 18mm,$6.00,/ Piece,1 Piece,,,PILLA GLOBAL SARL LLC,1,"0 orange dimond(s), 1 grey dimond(s)"
Color Coated Galvanised Corrugated Roof Tile Eps Panel,$13.00,/ Meter,1 Meter,,,"Hangzhou Super Import And Export Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
Very Good Quality Compress OSB-3 12mm,$6.00,/ Piece,1 Piece,,,PILLA GLOBAL SARL LLC,1,"0 orange dimond(s), 1 grey dimond(s)"
Grade A OSB-3 10mm From Ukraine,$6.00,/ Piece,1 Piece,,,PILLA GLOBAL SARL LLC,1,"0 orange dimond(s), 1 grey dimond(s)"
sound insulation eps concrete partion wall panel for malaysia,$9.00-$17.50,/ Square Meter,1000 Square Meters,,,"Guizhou Theo Light Weight Energy Saving Board Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
consmos cheap OSB 3 board 9.5mm 11mm 12mm 18mm osb,$4.60-$7.20,/ Sheet,500 Sheets,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
wholesale osb cheap price 9mm/12mm wood osb for construction,$4.60-$7.20,/ Sheet,500 Sheets,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
China southwest eps cement sandwich panel,$10.00,/ Square Meter,200 Square Meters,,,"Guizhou Theo Light Weight Energy Saving Board Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
9m 9.5mm 10mm 11mm 18mm 20mm 25mm waterproof osb board,$4.60-$7.20,/ Sheet,500 Sheets,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
"EPS OSB Sandwich Panels Wall,Waterproof OSB Board",$60.00-$90.00,/ Piece,1 Piece,,"US $80,000+ in 12 Transaction(s)","Eps Industry Engineering Co., Ltd.",7,"2 orange dimond(s), 0 grey dimond(s)"
Waterproof Fireproof EPS concrete partion wall panel for karaoke,$9.00-$18.00,/ Square Meter,1000 Square Meters,,,"Guizhou Theo Light Weight Energy Saving Board Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
SUS304 Robertson Square Socket Drive Head Decking Screw,$0.018-$0.02,/ Piece,100000 Pieces,,,"Changzhou Wan You Fastener Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
Stainless Steel 304 Decking Screw,$19.25,/ Piece,200000 Pieces,,,"Changzhou Wan You Fastener Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
consmos cheap OSB 3 board 9.5mm 11mm 12mm 18mm osb,$4.60-$7.20,/ Sheet,500 Sheets,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
wholesale osb cheap price 9mm/12mm wood osb for construction,$4.60-$7.20,/ Sheet,500 Sheets,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
China southwest eps cement sandwich panel,$10.00,/ Square Meter,200 Square Meters,,,"Guizhou Theo Light Weight Energy Saving Board Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
9m 9.5mm 10mm 11mm 18mm 20mm 25mm waterproof osb board,$4.60-$7.20,/ Sheet,500 Sheets,,,"Linyi Consmos Wood Industry Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
"EPS OSB Sandwich Panels Wall,Waterproof OSB Board",$60.00-$90.00,/ Piece,1 Piece,,"US $80,000+ in 12 Transaction(s)","Eps Industry Engineering Co., Ltd.",7,"2 orange dimond(s), 0 grey dimond(s)"
Waterproof Fireproof EPS concrete partion wall panel for karaoke,$9.00-$18.00,/ Square Meter,1000 Square Meters,,,"Guizhou Theo Light Weight Energy Saving Board Co., Ltd.",5,"0 orange dimond(s), 1 grey dimond(s)"
SUS304 Robertson Square Socket Drive Head Decking Screw,$0.018-$0.02,/ Piece,100000 Pieces,,,"Changzhou Wan You Fastener Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
Stainless Steel 304 Decking Screw,$19.25,/ Piece,200000 Pieces,,,"Changzhou Wan You Fastener Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
"A2 Deck Screw With Small Countersunk Head Torx Drive, Cutting Ribs and Cutting Groove Type 17",$16.28-$38.51,/ Piece,200000 Pieces,,,"Changzhou Wan You Fastener Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
Torx Six-lobe Drive Socket Head Black Galvanized Knurling Stainless Steel 410 MDF Screw Wood Board Screw,$0.018-$0.02,/ Piece,50000 Pieces,,,"Changzhou Wan You Fastener Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
CE Certificate Construction Waterproof 9mm OSB Wafer Board OSB2 OSB3,$11.50-$15.70,/ Piece,1000 Pieces,,,"Shandong Orikey International Trade Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
Luxury OSB Environmental protection plywood big Wardrobe Cabinet/ European Classic Wood closet large Wardrobe,"$750.00-$2,800.00",/ Set,1 Set,,,"Guangxi Sixiangjia Home Furnishing Co., Ltd.",1,"0 orange dimond(s), 1 grey dimond(s)"
Oral Swab,$0.01-$0.03,/ Piece,50000 Pieces,,,"Anhui Guangda Medical Instruments Co., Ltd.",12,"0 orange dimond(s), 1 grey dimond(s)"
Oriented Strand Boards OSB Slab Structure,$150.00-$600.00,/ Cubic Meter,25 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
Cheap price 8 / 9 / 11 / 12mm OSB for Chile market,$150.00-$600.00,/ Cubic Meter,25 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
sip panel osb wall panel insulated mobile home wall paneling,$15.00-$25.00,/ Square Meter,200 Square Meters,,"US $290,000+ in 5 Transaction(s)","Hangzhou Yoycool Technology Co., Ltd.",3,"3 orange dimond(s), 0 grey dimond(s)"
osb xps eps sandwich wall panel SIP,$38.31-$40.11,/ Piece,100 Pieces,,"US $180,000+ in 17 Transaction(s)","Zhangjiagang Oriental Construction Material Co., Ltd.",8,"2 orange dimond(s), 0 grey dimond(s)"
EPS With Cement Core Composite Sandwich Wall Panel,$43.21-$45.27,/ Piece,100 Pieces,,"US $180,000+ in 17 Transaction(s)","Zhangjiagang Oriental Construction Material Co., Ltd.",8,"2 orange dimond(s), 0 grey dimond(s)"
Polystyrene Structural Insulated Panel MGO SIP EPS Sandwich Panel,$19.00-$21.50,/ Piece,100 Pieces,,"US $180,000+ in 17 Transaction(s)","Zhangjiagang Oriental Construction Material Co., Ltd.",8,"2 orange dimond(s), 0 grey dimond(s)"
OSB-S2 Standard Style Oxygen Sensor Bung Popular Stainless Steel O2 Weld Bung With Plugs,$0.27-$0.57,/ Piece,50 Pieces,,,"Qingdao Racing Auto Parts Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
prefabricated mobile tiny house/ tiny trailer house/small kit homes for sale,"$12,000.00-$35,000.00",/ Set,1 Set,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
log house prefabricated australian standards made in China,$400.00-$700.00,/ Square Meter,50 Square Meters,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Yuantai beautiful house model made in China,$400.00-$700.00,/ Square Meter,50 Square Meters,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Assembly easy shipping container homes/self contained container house/container 40ft,"$1,000.00-$3,000.00",/ Set,1 Set,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
EPS With Cement Core Composite Sandwich Wall Panel,$43.21-$45.27,/ Piece,100 Pieces,,"US $180,000+ in 17 Transaction(s)","Zhangjiagang Oriental Construction Material Co., Ltd.",8,"2 orange dimond(s), 0 grey dimond(s)"
Polystyrene Structural Insulated Panel MGO SIP EPS Sandwich Panel,$19.00-$21.50,/ Piece,100 Pieces,,"US $180,000+ in 17 Transaction(s)","Zhangjiagang Oriental Construction Material Co., Ltd.",8,"2 orange dimond(s), 0 grey dimond(s)"
OSB-S2 Standard Style Oxygen Sensor Bung Popular Stainless Steel O2 Weld Bung With Plugs,$0.27-$0.57,/ Piece,50 Pieces,,,"Qingdao Racing Auto Parts Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
prefabricated mobile tiny house/ tiny trailer house/small kit homes for sale,"$12,000.00-$35,000.00",/ Set,1 Set,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
log house prefabricated australian standards made in China,$400.00-$700.00,/ Square Meter,50 Square Meters,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Yuantai beautiful house model made in China,$400.00-$700.00,/ Square Meter,50 Square Meters,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Assembly easy shipping container homes/self contained container house/container 40ft,"$1,000.00-$3,000.00",/ Set,1 Set,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Prefab houses poland contain home kit wholesale prefab house container hom,"$1,000.00-$3,000.00",/ Set,1 Set,,,"Tianjin Yuantai Module House Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
Customized Prefabricated Garden house Easy build Prefabricated Wooden house Log cabin,$200.00-$350.00,/ Square Meter,1 Square Meter,,,"Foshan Huashengfei Decoration Material Engineering Co., Ltd.",1,"0 orange dimond(s), 1 grey dimond(s)"
Consmos Competitive Price OSB Panel,$190.00,/ Cubic Meter,22 Cubic Meters,,"US $60,000+ in 4 Transaction(s)","Linyi Consmos Imp.& Exp. Co., Ltd.",9,"1 orange dimond(s), 0 grey dimond(s)"
Prefab house 25 square meters small prefab wooden house,$200.00-$350.00,/ Square Meter,1 Square Meter,,,"Foshan Huashengfei Decoration Material Engineering Co., Ltd.",1,"0 orange dimond(s), 1 grey dimond(s)"
Luxury Prefab Villas Modern Tourism Durable Shipping Container,"$3,600.00",/ Unit,4 Units,,"US $1,000+ in 3 Transaction(s)","Guangzhou Zhongrun Housing Technology Co., Ltd.",3,"0 orange dimond(s), 1 grey dimond(s)"
13 MM Canada OSB For Floor,$156.00-$289.00,/ Cubic Meter,23 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
18 MM Waterproof OSB 3 Furniture OSB,$156.00-$289.00,/ Cubic Meter,23 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
OSB Board Sheet With Good Wood,$156.00-$289.00,/ Cubic Meter,23 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
Linyi Cheap OSB Board For Sale,$156.00-$289.00,/ Cubic Meter,23 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
"9mm 12mm OSB Boards , ORIENTED STRAND BOARD for construction",$5.00-$30.00,/ Piece,1000 Pieces,,,"Shouguang Ou Ke Wood Co., Ltd.",4,"0 orange dimond(s), 1 grey dimond(s)"
Stainless O2 Sensor Bungs With Plug Cap(OSB-S3+OSBP-P1),$0.60-$1.50,/ Piece,1 Piece,,,"Qingdao Racing Auto Parts Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
T&G grooved OSB board for flooring,$350.00-$360.00,/ Cubic Meter,21 Cubic Meters,,,"Shouguang Fulin Industry And Commerce Co., Ltd.",2,"2 orange dimond(s), 0 grey dimond(s)"
Healthy and cheap OSB for packing and decoration made in China,$280.00,/ Cubic Meter,50 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
9mm 12mm 15mm 18mm good quality osb 3 board factory,$6.44-$15.00,/ Sheet,22 Sheets,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
F17 certificate OSB sheet high quality / OSB2/OSB3,$1.20-$20.50,/ Piece,1000 Pieces,,,"Shandong Orikey International Trade Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
Poplar materials OSB plate/china factory direct-sale OSB3/furniture grade OSB2,$134.50-$370.80,/ Cubic Meter,50 Cubic Meters,,,"Shandong Orikey International Trade Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
"water-proof OSB3 for building, linyi manufacturer of OSB panel, 9mm 11mm 12mm OSB",$3.45-$14.56,/ Piece,1000 Pieces,,,"Shandong Orikey International Trade Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
Stainless O2 Sensor Bungs With Plug Cap(OSB-S3+OSBP-P1),$0.60-$1.50,/ Piece,1 Piece,,,"Qingdao Racing Auto Parts Co., Ltd.",4,"1 orange dimond(s), 0 grey dimond(s)"
T&G grooved OSB board for flooring,$350.00-$360.00,/ Cubic Meter,21 Cubic Meters,,,"Shouguang Fulin Industry And Commerce Co., Ltd.",2,"2 orange dimond(s), 0 grey dimond(s)"
Healthy and cheap OSB for packing and decoration made in China,$280.00,/ Cubic Meter,50 Cubic Meters,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
9mm 12mm 15mm 18mm good quality osb 3 board factory,$6.44-$15.00,/ Sheet,22 Sheets,,"US $3,700,000+ in 13 Transaction(s)","Linyi Xhwood International Trade Co., Ltd.",7,"4 orange dimond(s), 0 grey dimond(s)"
F17 certificate OSB sheet high quality / OSB2/OSB3,$1.20-$20.50,/ Piece,1000 Pieces,,,"Shandong Orikey International Trade Co., Ltd.",2,"0 orange dimond(s), 1 grey dimond(s)"
